x0,y0,theta0,x1,y1,theta1,timestep,timehorizon
5.0,4.0,0.0,9.0,4.0,4.71238898038469,8,7
5.0,4.0,1.5707963267948966,9.0,4.0,4.71238898038469,8,7
5.0,4.0,4.71238898038469,9.0,4.0,4.71238898038469,8,7
5.0,4.0,0.0,9.0,4.0,4.71238898038469,8,7
5.0,4.0,1.5707963267948966,9.0,4.0,4.71238898038469,8,7
5.0,4.0,4.71238898038469,9.0,4.0,4.71238898038469,8,7
5.0,4.0,0.0,9.0,4.0,4.71238898038469,8,7
5.0,4.0,1.5707963267948966,9.0,4.0,4.71238898038469,8,7
5.0,4.0,4.71238898038469,9.0,4.0,4.71238898038469,8,7
5.0,4.0,0.0,9.0,4.0,4.71238898038469,8,7
5.0,4.0,1.5707963267948966,9.0,4.0,4.71238898038469,8,7
5.0,4.0,4.71238898038469,9.0,4.0,4.71238898038469,8,7
5.0,4.0,0.0,9.0,4.0,4.71238898038469,8,7
5.0,4.0,1.5707963267948966,9.0,4.0,4.71238898038469,8,7
5.0,4.0,4.71238898038469,9.0,4.0,4.71238898038469,8,7
5.0,4.0,0.0,9.0,4.0,4.71238898038469,8,7
5.0,4.0,1.5707963267948966,9.0,4.0,4.71238898038469,8,7
5.0,4.0,4.71238898038469,9.0,4.0,4.71238898038469,8,7
5.0,4.0,0.0,9.0,4.0,4.71238898038469,8,7
5.0,4.0,1.5707963267948966,9.0,4.0,4.71238898038469,8,7
5.0,4.0,4.71238898038469,9.0,4.0,4.71238898038469,8,7
5.0,4.0,0.0,9.0,4.0,4.71238898038469,8,7
5.0,4.0,1.5707963267948966,9.0,4.0,4.71238898038469,8,7
5.0,4.0,4.71238898038469,9.0,4.0,4.71238898038469,8,7
5.0,4.0,0.0,9.0,4.0,4.71238898038469,8,7
5.0,4.0,1.5707963267948966,9.0,4.0,4.71238898038469,8,7
5.0,4.0,4.71238898038469,9.0,4.0,4.71238898038469,8,7
5.0,4.0,0.0,9.0,4.0,4.71238898038469,8,7
5.0,4.0,1.5707963267948966,9.0,4.0,4.71238898038469,8,7
5.0,4.0,4.71238898038469,9.0,4.0,4.71238898038469,8,7
5.0,4.0,0.0,9.0,4.0,4.71238898038469,8,7
5.0,4.0,1.5707963267948966,9.0,4.0,4.71238898038469,8,7
5.0,4.0,4.71238898038469,9.0,4.0,4.71238898038469,8,7
5.0,4.0,0.0,9.0,4.0,4.71238898038469,8,7
5.0,4.0,1.5707963267948966,9.0,4.0,4.71238898038469,8,7
5.0,4.0,4.71238898038469,9.0,4.0,4.71238898038469,8,7
5.0,4.0,0.0,9.0,4.0,4.71238898038469,8,7
5.0,4.0,1.5707963267948966,9.0,4.0,4.71238898038469,8,7
5.0,4.0,4.71238898038469,9.0,4.0,4.71238898038469,8,7
5.0,4.0,0.0,9.0,4.0,4.71238898038469,8,7
5.0,4.0,1.5707963267948966,9.0,4.0,4.71238898038469,8,7
5.0,4.0,4.71238898038469,9.0,4.0,4.71238898038469,8,7
5.0,4.0,0.0,9.0,4.0,4.71238898038469,8,7
5.0,4.0,1.5707963267948966,9.0,4.0,4.71238898038469,8,7
5.0,4.0,4.71238898038469,9.0,4.0,4.71238898038469,8,7
5.0,4.0,0.0,9.0,4.0,4.71238898038469,8,7
5.0,4.0,1.5707963267948966,9.0,4.0,4.71238898038469,8,7
5.0,4.0,4.71238898038469,9.0,4.0,4.71238898038469,8,7
5.0,4.0,0.0,9.0,4.0,4.71238898038469,8,7
5.0,4.0,1.5707963267948966,9.0,4.0,4.71238898038469,8,7
5.0,4.0,4.71238898038469,9.0,4.0,4.71238898038469,8,7
5.0,4.0,0.0,9.0,4.0,4.71238898038469,8,7
5.0,4.0,1.5707963267948966,9.0,4.0,4.71238898038469,8,7
5.0,4.0,4.71238898038469,9.0,4.0,4.71238898038469,8,7
5.0,4.0,0.0,9.0,4.0,4.71238898038469,8,7
5.0,4.0,1.5707963267948966,9.0,4.0,4.71238898038469,8,7
5.0,4.0,4.71238898038469,9.0,4.0,4.71238898038469,8,7
5.0,4.0,0.0,9.0,4.0,4.71238898038469,8,7
5.0,4.0,1.5707963267948966,9.0,4.0,4.71238898038469,8,7
5.0,4.0,4.71238898038469,9.0,4.0,4.71238898038469,8,7
5.0,4.0,0.0,9.0,4.0,4.71238898038469,8,7
5.0,4.0,1.5707963267948966,9.0,4.0,4.71238898038469,8,7
5.0,4.0,4.71238898038469,9.0,4.0,4.71238898038469,8,7
5.0,4.0,0.0,9.0,4.0,4.71238898038469,8,7
5.0,4.0,1.5707963267948966,9.0,4.0,4.71238898038469,8,7
5.0,4.0,4.71238898038469,9.0,4.0,4.71238898038469,8,7
5.0,4.0,0.0,9.0,4.0,4.71238898038469,8,7
5.0,4.0,1.5707963267948966,9.0,4.0,4.71238898038469,8,7
5.0,4.0,4.71238898038469,9.0,4.0,4.71238898038469,8,7
5.0,4.0,0.0,9.0,4.0,4.71238898038469,8,7
5.0,4.0,1.5707963267948966,9.0,4.0,4.71238898038469,8,7
5.0,4.0,4.71238898038469,9.0,4.0,4.71238898038469,8,7
5.0,4.0,0.0,9.0,4.0,4.71238898038469,8,7
5.0,4.0,1.5707963267948966,9.0,4.0,4.71238898038469,8,7
5.0,4.0,4.71238898038469,9.0,4.0,4.71238898038469,8,7
5.0,4.0,0.0,9.0,4.0,4.71238898038469,8,7
5.0,4.0,1.5707963267948966,9.0,4.0,4.71238898038469,8,7
5.0,4.0,4.71238898038469,9.0,4.0,4.71238898038469,8,7
5.0,4.0,0.0,9.0,4.0,4.71238898038469,8,7
5.0,4.0,1.5707963267948966,9.0,4.0,4.71238898038469,8,7
5.0,4.0,4.71238898038469,9.0,4.0,4.71238898038469,8,7
5.0,4.0,0.0,9.0,4.0,4.71238898038469,8,7
5.0,4.0,1.5707963267948966,9.0,4.0,4.71238898038469,8,7
5.0,4.0,4.71238898038469,9.0,4.0,4.71238898038469,8,7
5.0,4.0,0.0,9.0,4.0,4.71238898038469,8,7
5.0,4.0,1.5707963267948966,9.0,4.0,4.71238898038469,8,7
5.0,4.0,4.71238898038469,9.0,4.0,4.71238898038469,8,7
5.0,4.0,0.0,9.0,4.0,4.71238898038469,8,7
5.0,4.0,1.5707963267948966,9.0,4.0,4.71238898038469,8,7
5.0,4.0,4.71238898038469,9.0,4.0,4.71238898038469,8,7
5.0,4.0,0.0,9.0,4.0,4.71238898038469,8,7
5.0,4.0,1.5707963267948966,9.0,4.0,4.71238898038469,8,7
5.0,4.0,4.71238898038469,9.0,4.0,4.71238898038469,8,7
5.0,4.0,0.0,9.0,4.0,4.71238898038469,8,7
5.0,4.0,1.5707963267948966,9.0,4.0,4.71238898038469,8,7
5.0,4.0,4.71238898038469,9.0,4.0,4.71238898038469,8,7
5.0,4.0,0.0,9.0,4.0,4.71238898038469,8,7
5.0,4.0,1.5707963267948966,9.0,4.0,4.71238898038469,8,7
5.0,4.0,4.71238898038469,9.0,4.0,4.71238898038469,8,7
5.0,4.0,0.0,9.0,4.0,4.71238898038469,8,7
5.0,4.0,1.5707963267948966,9.0,4.0,4.71238898038469,8,7
5.0,4.0,4.71238898038469,9.0,4.0,4.71238898038469,8,7
5.0,4.0,0.0,9.0,4.0,4.71238898038469,8,7
5.0,4.0,1.5707963267948966,9.0,4.0,4.71238898038469,8,7
5.0,4.0,4.71238898038469,9.0,4.0,4.71238898038469,8,7
5.0,4.0,0.0,9.0,4.0,4.71238898038469,8,7
5.0,4.0,1.5707963267948966,9.0,4.0,4.71238898038469,8,7
5.0,4.0,4.71238898038469,9.0,4.0,4.71238898038469,8,7
5.0,4.0,0.0,9.0,4.0,4.71238898038469,8,7
5.0,4.0,1.5707963267948966,9.0,4.0,4.71238898038469,8,7
5.0,4.0,4.71238898038469,9.0,4.0,4.71238898038469,8,7
5.0,4.0,0.0,9.0,4.0,4.71238898038469,8,7
5.0,4.0,1.5707963267948966,9.0,4.0,4.71238898038469,8,7
